__id__,__teammates_type__,__teammates_admins_id__,__teammates_admins_type__,__teammates_admins__
20676601658609,admin.list,NULL,NULL,NULL
20676600062217,admin.list,NULL,NULL,NULL
20676600062218,admin.list,NULL,NULL,NULL
20676600062221,admin.list,NULL,NULL,NULL
20676600068805,admin.list,NULL,NULL,NULL
20676600058655,admin.list,659660,admin,NULL
207403600114910,admin.list,50023835,admin,NULL
207403600115328,admin.list,50033044,admin,NULL
207403600114910,admin.list,50033598,admin,NULL
20676600062218,admin.list,NULL,NULL,NULL
20676600058678,admin.list,659660,admin,NULL
20676600068806,admin.list,NULL,NULL,NULL
20676601658605,admin.list,NULL,NULL,NULL
20676601658603,admin.list,NULL,NULL,NULL
20676601658609,admin.list,NULL,NULL,NULL
20676600064804,admin.list,3747084,admin,NULL
20676600059301,admin.list,3747084,admin,NULL
20676601464114,admin.list,NULL,NULL,NULL
20676601658610,admin.list,NULL,NULL,NULL
20676601658608,admin.list,NULL,NULL,NULL
20676601658606,admin.list,NULL,NULL,NULL
20676600081678,admin.list,659660,admin,NULL
20676600081212,admin.list,3747084,admin,NULL
20676600081212,admin.list,659660,admin,NULL
20676600059525,admin.list,NULL,NULL,NULL
20676600064817,admin.list,3747084,admin,NULL
20676601658607,admin.list,NULL,NULL,NULL
20676600062513,admin.list,NULL,NULL,NULL
20676600062215,admin.list,NULL,NULL,NULL
20676600068792,admin.list,NULL,NULL,NULL
20676600062217,admin.list,NULL,NULL,NULL
20676600062221,admin.list,NULL,NULL,NULL
20676600068805,admin.list,NULL,NULL,NULL
20676600058655,admin.list,659660,admin,NULL
20676600068803,admin.list,NULL,NULL,NULL
20676600081614,admin.list,NULL,NULL,NULL
20676600064648,admin.list,4460916,admin,NULL
20676600081920,admin.list,NULL,NULL,NULL
20676600082129,admin.list,NULL,NULL,NULL
20676600060724,admin.list,1656942,admin,NULL
20676600060729,admin.list,3747084,admin,NULL
20676601448657,admin.list,NULL,NULL,NULL
20676601658604,admin.list,NULL,NULL,NULL
20676600059301,admin.list,659660,admin,NULL
20676600064454,admin.list,NULL,NULL,NULL
20676600064456,admin.list,NULL,NULL,NULL
20676600062514,admin.list,NULL,NULL,NULL
20676600068809,admin.list,NULL,NULL,NULL
207403600090027,admin.list,50030542,admin,NULL
207403600089726,admin.list,50030542,admin,NULL
207403600061788,admin.list,50032853,admin,NULL
207403600104131,admin.list,50032795,admin,NULL
207403600012419,admin.list,50030326,admin,NULL
207403600090363,admin.list,50023835,admin,NULL
207403600020849,admin.list,50032795,admin,NULL
207403600043875,admin.list,50032795,admin,NULL
207403600110834,admin.list,50033598,admin,NULL
207403600035266,admin.list,50023835,admin,NULL
207403600012726,admin.list,50030326,admin,NULL
207403600033048,admin.list,50023835,admin,NULL
207403600077377,admin.list,50032795,admin,NULL
207403600083714,admin.list,50030542,admin,NULL
207403600033992,admin.list,50034793,admin,NULL
207403600022553,admin.list,50034793,admin,NULL
207403600033150,admin.list,50032853,admin,NULL
207403600013155,admin.list,50032759,admin,NULL
207403600101735,admin.list,50023795,admin,NULL
207403600114158,admin.list,50035019,admin,NULL
207403600074228,admin.list,50033598,admin,NULL
207403600035218,admin.list,50023835,admin,NULL
207403600050298,admin.list,50032853,admin,NULL
207403600073320,admin.list,50032795,admin,NULL
207403600035310,admin.list,50030542,admin,NULL
207403600061515,admin.list,50032795,admin,NULL
207403600059554,admin.list,50032795,admin,NULL
207403600113195,admin.list,50035019,admin,NULL
207403600097808,admin.list,50033598,admin,NULL
207403600095248,admin.list,50023797,admin,NULL
207403600025996,admin.list,50032759,admin,NULL
207403600034076,admin.list,50030542,admin,NULL
207403600024461,admin.list,50032759,admin,NULL
207403600024461,admin.list,50034793,admin,NULL
207403600104896,admin.list,50032795,admin,NULL
207403600105579,admin.list,50033598,admin,NULL
207403600065806,admin.list,50032853,admin,NULL
207403600070438,admin.list,50032853,admin,NULL
207403600018303,admin.list,50032759,admin,NULL
207403600018303,admin.list,50034793,admin,NULL
207403600114886,admin.list,50033044,admin,NULL
207403600088324,admin.list,50033598,admin,NULL
207403600089810,admin.list,NULL,NULL,NULL
207403600048588,admin.list,50023835,admin,NULL
207403600048588,admin.list,50032795,admin,NULL
207403600059988,admin.list,50023835,admin,NULL
207403600104857,admin.list,NULL,NULL,NULL
207403600071606,admin.list,50033598,admin,NULL
207403600071606,admin.list,50032853,admin,NULL
207403600071606,admin.list,50023797,admin,NULL
207403600033023,admin.list,50033598,admin,NULL
207403600033023,admin.list,50032853,admin,NULL
207403600053263,admin.list,50023835,admin,NULL
207403600071672,admin.list,50033598,admin,NULL
207403600071672,admin.list,50032853,admin,NULL
207403600105735,admin.list,50033598,admin,NULL
207403600105112,admin.list,50033598,admin,NULL
207403600105112,admin.list,50032942,admin,NULL
207403600105112,admin.list,50030326,admin,NULL
207403600031400,admin.list,50030326,admin,NULL
207403600031400,admin.list,50034793,admin,NULL
207403600030721,admin.list,50032853,admin,NULL
207403600032957,admin.list,50023835,admin,NULL
207403600029599,admin.list,50032853,admin,NULL
207403600097308,admin.list,NULL,NULL,NULL
207403600012175,admin.list,50032853,admin,NULL
207403600012175,admin.list,50034793,admin,NULL
207403600115008,admin.list,50032795,admin,NULL
207403600035161,admin.list,50023835,admin,NULL
207403600035669,admin.list,50023835,admin,NULL
207403600114553,admin.list,50032795,admin,NULL
207403600104053,admin.list,50030542,admin,NULL
207403600090524,admin.list,50030542,admin,NULL
207403600028253,admin.list,50032853,admin,NULL
207403600028253,admin.list,50034793,admin,NULL
207403600031212,admin.list,50030326,admin,NULL
207403600027009,admin.list,50030326,admin,NULL
207403600027009,admin.list,50032853,admin,NULL
207403600113637,admin.list,50030326,admin,NULL
207403600113637,admin.list,50032795,admin,NULL
207403600096066,admin.list,50032795,admin,NULL
207403600107713,admin.list,NULL,NULL,NULL
207403600034792,admin.list,50032853,admin,NULL
207403600066736,admin.list,50032853,admin,NULL
207403600074041,admin.list,50033598,admin,NULL
207403600031579,admin.list,50032759,admin,NULL
207403600031579,admin.list,50034793,admin,NULL
207403600033256,admin.list,50032853,admin,NULL
207403600110513,admin.list,50032759,admin,NULL
207403600050198,admin.list,50023507,admin,NULL
207403600050198,admin.list,50032853,admin,NULL
207403600033270,admin.list,50032853,admin,NULL
207403600113467,admin.list,50032942,admin,NULL
207403600113467,admin.list,50035050,admin,NULL
207403600113467,admin.list,50023835,admin,NULL
207403600053338,admin.list,50023835,admin,NULL
207403600097166,admin.list,50023835,admin,NULL
207403600090469,admin.list,50032795,admin,NULL
207403600033941,admin.list,50033598,admin,NULL
207403600059985,admin.list,50023835,admin,NULL
207403600018899,admin.list,50023427,admin,NULL
207403600094221,admin.list,50032795,admin,NULL
207403600113895,admin.list,50033044,admin,NULL
207403600113895,admin.list,50030326,admin,NULL
207403600031784,admin.list,50030326,admin,NULL
207403600061571,admin.list,50032795,admin,NULL
207403600061571,admin.list,50032853,admin,NULL
207403600077980,admin.list,50032795,admin,NULL
207403600068147,admin.list,50032853,admin,NULL
207403600034019,admin.list,50023835,admin,NULL
207403600103706,admin.list,50032795,admin,NULL
207403600070613,admin.list,50032853,admin,NULL
207403600095085,admin.list,50023797,admin,NULL
207403600091651,admin.list,50023797,admin,NULL
207403600088175,admin.list,50033598,admin,NULL
207403600095437,admin.list,50023835,admin,NULL
207403600095437,admin.list,50033598,admin,NULL
207403600032613,admin.list,50032759,admin,NULL
207403600032613,admin.list,50034793,admin,NULL
207403600050852,admin.list,50023835,admin,NULL
207403600053477,admin.list,50023835,admin,NULL
207403600067671,admin.list,50023835,admin,NULL
207403600088702,admin.list,50033598,admin,NULL
207403600098306,admin.list,50033598,admin,NULL
207403600098306,admin.list,50030542,admin,NULL
207403600067082,admin.list,50032853,admin,NULL
207403600105029,admin.list,50032795,admin,NULL
207403600105029,admin.list,50033598,admin,NULL
207403600103523,admin.list,50023795,admin,NULL
207403600113997,admin.list,50030326,admin,NULL
207403600078846,admin.list,50032795,admin,NULL
207403600035876,admin.list,50030542,admin,NULL
