__admin_assignee_id__,__ai_agent_participated__,__created_at__,__id__,__open__,__priority__,__read__,__sla_applied__,__snoozed_until__,__state__,__team_assignee_id__,__title__,__type__,__updated_at__,__waiting_since__,__conversation_rating_created_at__,__conversation_rating_rating__,__conversation_rating_remark__,__custom_attributes_AICountTest__,__custom_attributes_BugCard__,__custom_attributes_Copilotused__,__custom_attributes_Createdby__,__custom_attributes_Customerreports__,__custom_attributes_FinAIAgentresolutionstate__,__custom_attributes_FinAIAgentPreview__,__custom_attributes_Language__,__custom_attributes_Pleaseprovidefurtherinformation__,__custom_attributes_Score__,__custom_attributes_Ticketcategory__,__custom_attributes_Whatbestdescribesyourfeaturerequest__,__custom_attributes_Whatdoesyourqueryrelateto__,__custom_attributes_WorkflowPreview__,__custom_attributes__default_description___,__custom_attributes__default_title___,__first_contact_reply_created_at__,__first_contact_reply_type__,__first_contact_reply_url__,__statistics_count_assignments__,__statistics_count_conversation_parts__,__statistics_count_reopens__,__statistics_first_admin_reply_at__,__statistics_first_assignment_at__,__statistics_first_close_at__,__statistics_first_contact_reply_at__,__statistics_last_admin_reply_at__,__statistics_last_assignment_admin_reply_at__,__statistics_last_assignment_at__,__statistics_last_close_at__,__statistics_last_closed_by_id__,__statistics_last_contact_reply_at__,__statistics_median_time_to_reply__,__statistics_time_to_admin_reply__,__statistics_time_to_assignment__,__statistics_time_to_first_close__,__statistics_time_to_last_close__,__statistics_type__,__ticket_id__,__ticket_state__,__ticket_ticket_custom_state_admin_label__,__ticket_ticket_custom_state_user_label__,__ticket_ticket_type__,__ticket_ticket_type_description__,__ticket_ticket_type_emoji__,__ticket_type__,__ticket_url__,__conversation_rating_contact_external_id__,__conversation_rating_contact_id__,__conversation_rating_contact_type__,__conversation_rating_teammate_id__,__conversation_rating_teammate_type__,__ticket_custom_attributes_BugCard_type__,__ticket_custom_attributes_BugCard_value__,__ticket_custom_attributes_Pleaseprovidefurtherinformation_type__,__ticket_custom_attributes_Pleaseprovidefurtherinformation_value__,__ticket_custom_attributes_Whatbestdescribesyourfeaturerequest_type__,__ticket_custom_attributes_Whatbestdescribesyourfeaturerequest_value__,__ticket_custom_attributes__default_description__type__,__ticket_custom_attributes__default_description__value__,__ticket_custom_attributes__default_title__type__,__ticket_custom_attributes__default_title__value__,__ticket__,__ai_agent__,__conversation_rating__,__custom_attributes_KeepOpen__,__custom_attributes_InboxKeep__,__custom_attributes_WorkflowQueryRelation__,__custom_attributes_WorkflowPlatformProduct__,__custom_attributes_WorkflowPreviousFlow__,__custom_attributes_WorkflowPendingData__,__custom_attributes_WorkflowAIAnswerCount__,__custom_attributes_AIAnswerLength__,__custom_attributes_QueryInformationSubCategory__,__custom_attributes_AIToneofVoice__,__custom_attributes_AIPronounFormality__,__custom_attributes_WorkflowAppvsWeb__,__custom_attributes_ClosureCode__,__custom_attributes_RosteringSubCategory__,__custom_attributes_NourishSubCategory__,__custom_attributes_MainCategory__,__custom_attributes_jira_issue_key__,__custom_attributes_HC1__,__custom_attributes_Jirabugtickettitle__,__custom_attributes_JirabugticketSummary__,__custom_attributes_ExternalID__,__custom_attributes_Brand__,__custom_attributes_Merged__,__custom_attributes_Autotranslated__,__custom_attributes_ClosureCodeDevices__,__custom_attributes_SupportRouting__,__sla_applied_type__,__sla_applied_sla_name__,__sla_applied_sla_status__,__ticket_custom_attributes_AreotherbrowsersaffectedListthemhere_value__,__ticket_custom_attributes_AddURLsLinks_type__,__ticket_custom_attributes_HavewecheckedVersioncheckerPLEASECHECKTHISBEFORESENDINGTRIAGEWhatinfocanweseefromthere_type__,__ticket_custom_attributes_Appversion_type__,__ticket_custom_attributes_ExpectedbehaviourHowthisisexpectedtofunction_type__,__ticket_custom_attributes_AttachmentsEgScreenshotslogsetcVIDEOSPLEASE_type__,__custom_attributes_AddURLsLinks__,__ticket_custom_attributes_Additionalinfo_value__,__custom_attributes_Appversion__,__ticket_custom_attributes_AreotherbrowsersaffectedListthemhere_type__,__ticket_custom_attributes_HavewecheckedVersioncheckerPLEASECHECKTHISBEFORESENDINGTRIAGEWhatinfocanweseefromthere_value__,__ticket_custom_attributes_ExpectedbehaviourHowthisisexpectedtofunction_value__,__ticket_custom_attributes_StepstoreproducedefectbehaviourListthemchronologically1by1inorder​_value__,__ticket_custom_attributes_AddURLsLinks_value__,__ticket_custom_attributes_DefectpresentinWebAppBoth_type__,__ticket_custom_attributes_Severity_type__,__ticket_custom_attributes_Serveraffected_value__,__ticket_custom_attributes_StepstoreproducedefectbehaviourListthemchronologically1by1inorder​_type__,__ticket_custom_attributes_Severity_value__,__custom_attributes_DefectpresentinWebAppBoth__,__ticket_custom_attributes_Appversion_value__,__custom_attributes_Serveraffected__,__ticket_custom_attributes_AttachmentsEgScreenshotslogsetcVIDEOSPLEASE_value__,__ticket_custom_attributes_Additionalinfo_type__,__ticket_custom_attributes_DefectpresentinWebAppBoth_value__,__ticket_custom_attributes_OldornewversionsareaffectedIfyesgivedetails_value__,__ticket_custom_attributes_Serveraffected_type__,__ticket_custom_attributes_OldornewversionsareaffectedIfyesgivedetails_type__
1555422,False,1618937115,20676600064456,False,not_priority,True,NULL,NULL,closed,4443875,NULL,conversation,1730735404,NULL,1619086239,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1618937115,conversation,https://org.nourishcare.co.uk/fairlightnursinghome+fairlightnursinghome#/clients/153029/interactions/new?serviceId=53127&date=2021-04-20T16:18:20.001Z&mine=false&state=admitted,4,19,0,1619007582,1618937116,1619086229,1618937115,1619007582,1619007582,1730735404,1619086229,659660,1618937140,70442,70467,1,149114,149114,conversation_statistics,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,org4-120711,5dced400efa9afec080e0d12,contact,3598801,admin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1555422,False,1617278851,20676600058678,False,not_priority,True,NULL,NULL,closed,4443875,,conversation,1730735399,NULL,1618216406,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1617278851,conversation,https://seacole.nourishcare.co.uk/akari+wordsworth-house#/device_management/pending,4,27,0,1617279506,1617278851,1618216397,1617278851,1617705572,1617705572,1730735399,1618305585,659660,1618252545,248,655,0,937546,1026734,conversation_statistics,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,seacole-20,5f3542c81ae32280012f447d,contact,3598801,admin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1555422,False,1620146241,20676600068803,False,not_priority,True,NULL,NULL,closed,4443875,NULL,conversation,1730735406,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1620146241,conversation,https://org.nourishcare.co.uk/fairlightnursinghome+fairlightnursinghome#/clients/120827/interactions/new?serviceId=53127&date=2021-05-04T16:35:48.879Z&mine=false&state=admitted,4,17,0,1620225613,1620146242,1620287506,1620146241,1620225613,1620225613,1730735406,1620287506,659660,1620146260,79353,79372,1,141265,141265,conversation_statistics,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,False,1730287066,20676601658603,False,not_priority,True,NULL,NULL,closed,3609846,NULL,conversation,1730287070,1730287066,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1730287066,conversation,NULL,2,7,0,NULL,1730287067,1730287070,1730287066,NULL,NULL,1730287068,1730287070,762290,1730287066,NULL,NULL,1,4,4,conversation_statistics,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,False,1730451508,20676601658606,True,not_priority,True,NULL,NULL,open,3609846,,conversation,1730451509,1730451508,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL,English,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1730451508,conversation,NULL,1,3,0,NULL,1730451509,NULL,1730451508,NULL,NULL,1730451509,NULL,NULL,1730451508,NULL,NULL,1,NULL,NULL,conversation_statistics,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1555422,False,1622544305,20676600081614,False,not_priority,True,NULL,NULL,closed,4443875,NULL,conversation,1730735408,NULL,1623054679,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1622544305,conversation,https://hcc.nourishcare.co.uk/hcc+hindson-house#/clients/17212/assessmentsinteractions/new?serviceId=778&state=admitted,4,21,0,1622547524,1622544305,1623054669,1622544305,1622547556,1622547524,1730735408,1623054669,659660,1622544346,3178,3219,0,510364,510364,conversation_statistics,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,hcc-21,5cc8477259130e06eb154d39,contact,3598801,admin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1555422,False,1620144143,20676600068792,False,not_priority,True,NULL,NULL,closed,4443875,NULL,conversation,1730735406,NULL,1620287513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1620144143,conversation,https://org.nourishcare.co.uk/fairlightnursinghome+fairlightnursinghome#/clients/120817/interactions/new?serviceId=53127&date=2021-05-04T16:00:44.047Z&mine=false&state=admitted,4,19,0,1620225676,1620144143,1620287503,1620144143,1620225676,1620225676,1730735406,1620287503,659660,1620144212,81464,81533,0,143360,143360,conversation_statistics,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,org4-120711,5dced400efa9afec080e0d12,contact,3598801,admin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,False,1730209156,20676601658597,False,not_priority,True,NULL,NULL,closed,3609846,NULL,conversation,1730209162,1730209157,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1730209156,conversation,https://uat-zeus.nourishcare.co.uk/sylwek-organisation+sylwek-unit-1#/clients?state=admitted,2,7,0,NULL,1730209158,1730209162,1730209157,NULL,NULL,1730209160,1730209162,762290,1730209157,NULL,NULL,1,5,5,conversation_statistics,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,False,1730131972,20676601658595,False,not_priority,True,NULL,NULL,closed,3609846,NULL,conversation,1730131977,1730131973,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1730131972,conversation,NULL,2,7,0,NULL,1730131974,1730131977,1730131972,NULL,NULL,1730131975,1730131977,762290,1730131972,NULL,NULL,2,5,5,conversation_statistics,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1555422,False,1618937010,20676600064454,False,not_priority,True,NULL,NULL,closed,4443875,NULL,conversation,1730735404,NULL,1619086211,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1618937010,conversation,https://org.nourishcare.co.uk/fairlightnursinghome+fairlightnursinghome#/clients/153029/interactions/new?serviceId=53127&date=2021-04-20T16:18:20.001Z&mine=false&state=admitted,4,20,0,1619008378,1618937011,1619086202,1618937010,1619008378,1619008378,1730735404,1619086202,659660,1618937042,71336,71368,1,149192,149192,conversation_statistics,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,org4-120711,5dced400efa9afec080e0d12,contact,3598801,admin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
