conversation_id,delivered_as,subject,body,url,redacted,author_id,contact_not_found
207403600195727,customer_initiated,,<p>How do I do or find something?</p>,https://seacole.nourishcare.co.uk/exemplar-health-care+eastlands#/alarms?state=admitted,0,66f1944080df83138b80e695,0
207403600195930,customer_initiated,,<p>Something Else</p>,https://seacole.nourishcare.co.uk/mha-methodist-homes+aigburth#/clients/381540/profile/sections/general_info?state=admitted,0,66f194ea94808c19ce26f82c,0
207403600193091,operator_initiated,,"<p class=""no-margin"">Hi Julie, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600195979,customer_initiated,,<p>How do I do or find something?</p>,https://seacole.nourishcare.co.uk/salutem+azalea#/clients/15686/interactions/347453338?date=2024-12-07&mine=false&state=admitted,0,66f194e22b26b832fb477bbf,0
207403600195844,customer_initiated,,<p>I need help using your product</p>,https://smbespokecare.care-planner.co.uk/manage/carer,0,66e96d0a6ebb48a8ee2bfd2f,0
207403600128429,operator_initiated,,"<p class=""no-margin"">Hi DONNA, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600195807,operator_initiated,,"<p class=""no-margin"">Hi! How can we help you today?</p>",NULL,0,50006560,0
207403600195884,customer_initiated,,<p>I need help using your product</p>,https://avoston.care-planner.co.uk/careplanner/config/careplanner-carers/time-off/schemes,0,660e895a90ed6b963cfff15c,0
207403600195906,customer_initiated,,<p>Something Else</p>,https://seacole.nourishcare.co.uk/springcare-limited+park-house#/clients/574476/careplan/client_categories/630070/client_subcategories/2190762?state=admitted,0,66f2811c99eb08bd0f980efa,0
207403600195970,customer_initiated,,<p>Something Else</p>,https://org.nourishcare.co.uk/futurecaregroup+acacia-lodge#/clients/1133459/?date=2024-12-07&mine=false&state=admitted,0,66f28402fd9d5578aab373d7,0
207403600195926,customer_initiated,,<p>How do I do or find something?</p>,https://barchester.nourishcare.com/barchester+lindum-house-care-home#/clients/87953/?date=2024-12-07&mine=false&state=admitted,0,673db5c4196712a91aa15536,0
207403600196013,customer_initiated,,<p>Something Else</p>,https://seacole.nourishcare.co.uk/united-response-charity+william-street-7943#/clients/414701/?date=2024-12-07&mine=false&state=admitted,0,66f192222b26b8147a3bc430,0
207403600195828,customer_initiated,,<p>Something Else</p>,https://seacole.nourishcare.co.uk/exemplar-health-care+brook-view#/clients/705634/profile/sections/general_info?state=admitted,0,66f2675aa85f722868a4f200,0
207403600127847,operator_initiated,,"<p class=""no-margin"">Hi Becci, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600195767,customer_initiated,,<p>I need Nourish to Complete a task</p>,https://org.nourishcare.co.uk/sficaregroup+pettsgrovecarehome#/handovers?from=2024-12-06T23:47:15.903Z&to=2024-12-07T07:47:15.904Z&rangeSelected=false,0,66f2671841abcb57354b0bdd,0
207403600195944,operator_initiated,,"<p class=""no-margin"">Hi Marie, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600195976,operator_initiated,,"<p class=""no-margin"">Hi Charmain, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600195819,customer_initiated,,<p>Something isn't working as expected</p>,https://org.nourishcare.co.uk/community-integrated-care+dean-lodge#/clients?state=admitted,0,66f192df2b26b8147a3bc598,0
207403600195890,customer_initiated,,<p>Something Else</p>,https://org-static.nourishcare.co.uk/sanctuary-supported-living+tees-valley-care-services-ashfield-court#/clients/791512/interactions/1835611712?date=2024-12-07&mine=false&state=admitted,0,66f193eb2b26b83123d8178a,0
207403600195956,customer_initiated,,<p>I need help using your product</p>,https://insightcare.care-planner.co.uk/records/5/finance/payments,0,672364281945b8994333231d,0
207403600195957,customer_initiated,,"<p>Hello,i do not have access to massages on my account, I cannot receive or see any massages like the rest of my colleagues,</p>",NULL,0,66f2866f87696ef8c5b3db36,0
207403600195892,customer_initiated,,<p>Something Else</p>,https://org.nourishcare.co.uk/m-g-homes+little-court#/carers/630543/profile/sections/access_information?state=active,0,66f1941ff66a171a54e5d344,0
207403600195951,customer_initiated,,<p>How do I do or find something?</p>,NULL,0,671fba08181bb25af72890f6,0
207403600195755,customer_initiated,,<p>How do I do or find something?</p>,https://seacole.nourishcare.co.uk/hamberley-care-homes+camberley-neuro-care#/clients/701449/interactions/service_selector?date=2024-12-07&mine=false&state=admitted,0,66f28a51b3fd2c1863fd757e,0
207403600195891,customer_initiated,,<p>Something isn't working as expected</p>,NULL,0,675404a904ce9dd8e319c85b,0
207403600195810,customer_initiated,,<p>How do I do or find something?</p>,https://seacole.nourishcare.co.uk/consensus-support+church-view#/clients/646650/profile?state=admitted,0,66f19505f66a1713a9d20038,0
207403600152652,operator_initiated,,"<p class=""no-margin"">Hi Nicholas, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600195777,customer_initiated,,<p>I need help using Nourish</p>,https://org.nourishcare.co.uk/rachel-cares-ltd+porthcawl#/clients?state=admitted,0,66f1913d26785382106ce667,0
207403600195854,customer_initiated,,<p>Something Else</p>,https://barchester.nourishcare.com/barchester+challoner-house-care-home#/clients?state=admitted,0,66f193b02b26b831bca44090,0
207403600195778,operator_initiated,,"<p class=""no-margin"">Hi Kevin, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600195934,customer_initiated,,<p>I need help using your product</p>,https://woodhallcs.care-planner.co.uk/clients,0,660d2decad7f99ec382920a4,0
207403600195798,customer_initiated,,<p>How do I do or find something?</p>,https://seacole.nourishcare.co.uk/consensus-support+church-view#/clients/646650/?date=2024-12-07&mine=false&state=admitted,0,66f194bb2b26b831bca44284,0
207403600195919,customer_initiated,,<p>Something isn't working as expected</p>,https://org.nourishcare.co.uk/futurecaregroup+priory-court-1033#/clients?state=admitted,0,66f192ba2678539e2789cb21,0
207403600195877,operator_initiated,,"<p class=""no-margin"">Hi Ashmita, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600195822,operator_initiated,,"<p class=""no-margin"">Hi Sarah, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600195849,customer_initiated,,<p>How do I do or find something?</p>,NULL,0,66f19402f66a171415c28864,0
207403600195733,operator_initiated,,"<p class=""no-margin"">Hi Mary, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600195793,operator_initiated,,"<p class=""no-margin"">Hi Matthew, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600195818,customer_initiated,,<p>Something isn't working as expected</p>,https://careconcerngroup.nourishcare.co.uk/care-concern-group-limited+sandmere#/clients?state=admitted,0,66fd13cfa03444eaf8eb2771,0
207403600195779,customer_initiated,,<p>I need help using your product</p>,https://rachelcares.care-planner.co.uk/manage/carer,0,667d7dacf21bc069322d829b,0
207403600195880,customer_initiated,,<p>I need help using your product</p>,https://avoston.care-planner.co.uk/careplanner/config/careplanner-carers/time-off/schemes,0,660e895a90ed6b963cfff15c,0
207403600195829,customer_initiated,,<p>Something Else</p>,NULL,0,66f283d0dd6f3b4d2aebb9d5,0
207403600195862,operator_initiated,,"<p class=""no-margin"">Hi Brenda, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600195744,customer_initiated,,<p>Something Else</p>,https://org.nourishcare.co.uk/abbeytcg+ravenscroft-park-nursing-home#/clients/624242/profile/sections/general_info?state=admitted,0,66f27e91fd9d55dec0dd47bd,0
207403600195922,operator_initiated,,"<p class=""no-margin"">Hi Martin, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600195900,customer_initiated,,<p>Something Else</p>,https://org.nourishcare.co.uk/chd-living+the-summers#/clients/534106/profile/sections/organisation_state,0,66f28460082ad59662831d6b,0
207403600195764,customer_initiated,,<p>I need help using your product</p>,https://annmason.care-planner.co.uk/,0,6745d7a4b5585beb1aea90e4,0
207403600195809,operator_initiated,,"<p class=""no-margin"">Hi Pamela, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600195693,operator_initiated,,"<p class=""no-margin"">Hi Faisainey, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600199069,customer_initiated,,<p>I need to transfer a Resident/Person</p>,https://org.nourishcare.co.uk/spire-squared-supported-living+spire-squared#/clients?state=admitted,0,675055263a786bb9492197fd,0
207403600199070,customer_initiated,,<p>Something Else</p>,https://org.nourishcare.co.uk/safehands-recruitment-ltd+safehands-healthcare#/carers/1083068/profile/sections/access_information?state=active,0,66f19466267853b161a8e800,0
207403600197568,customer_initiated,,<p>Something Else</p>,https://org.nourishcare.co.uk/dynamic-support-ltd+dynamic-support#/messages/archived_sent,0,66f192fd267853a5b04e4d76,0
207403600197027,customer_initiated,<p>Voicemail from 01766 800297 on Dec 9 2024 9:40 AM</p>,"<div> <img alt=""GoTo logo"" width=""98px"" height=""48px"" src=""https://chameleon.goto.com/icons/latest/dist/rebranded/pngs/goto-black-yellow.png""> </div> <h1>You received a new voicemail message</h1> <div> <span> <img alt=""Info"" width=""24px"" height=""24px"" src=""https://chameleon.goto.com/icons/latest/dist/rebranded/pngs/info-inactive.png""> </span> New voicemail message </div> <div> <table> <tbody>
<tr> <td>Time:</td> <td>Monday, December 9 2024 9:40 AM</td> </tr> <tr> <td>From:</td> <td> 01766 800297</td> </tr> <tr> <td>Duration:</td> <td>11 seconds</td> </tr> <tr> <td>Voicemail box:</td> <td>7999</td> </tr> <tr> <td>Mailbox Capacity:</td> <td> <span> 57/99 available</span> </td> </tr> </tbody>
</table> </div> <p> <span>© 2024 GoTo Group, Inc.</span><br> <span>333 Summer St, Boston, MA 02210, United States</span><br> <span>Follow us on <a href=""https://u28710262.ct.sendgrid.net/ls/click?upn=u001.-2Bx5J4Q9-2B-2FoSRKluEL8cHre3Elpc91ZZ77aNpuFUhkMmHt5m2-2FOx1mcq5hqZ6OfM2EjR-_wmc-2BViHeaSAOdjPZKiSJ-2FaqSYEoAw67-2Fqhv3ofHWfrdO-2Bv-2FxRkhzdtRYJApE8QBetk4Sse-2BlcjVF-2FawsD182nYnQszHTrNLB6WLIJYLRcM-2FT0w3iVuufWTkabJZIiunnFWB4-2Bhnoj5MNUT09WKmQmt86JkYKNeeGHA2fPfYiOTUpnFBxjkjlZyoH-2BJoIs8PRHY-2FZA-2FuQsyO8f9erQzIPgtbFRHpTukuCU4NMZrGT2UM-2FuBgyy7B3MxGN1y24VaJyQUTBscyLKikIXhEOyK9xruhuwbw-2Bum2Zob0aPrSnVt1ld7zBAmX5K-2BNbclLZ3o7s6-2BNawX-2BWRx-2BZhgexJWcFumcBcBvhJFQ6YFD1Z6STYWU-3D"" target=""_blank"" rel=""nofollow"">Twitter</a>, <a href=""https://u28710262.ct.sendgrid.net/ls/click?upn=u001.-2Bx5J4Q9-2B-2FoSRKluEL8cHrVCGZdbVy0rUA2IlAjJAafxnUYdW8j2I3ZHqFcFRjVwhJow0_wmc-2BViHeaSAOdjPZKiSJ-2FaqSYEoAw67-2Fqhv3ofHWfrdO-2Bv-2FxRkhzdtRYJApE8QBetk4Sse-2BlcjVF-2FawsD182nYnQszHTrNLB6WLIJYLRcM-2FT0w3iVuufWTkabJZIiunnFWB4-2Bhnoj5MNUT09WKmQmt86JkYKNeeGHA2fPfYiOTUpnFBxjkjlZyoH-2BJoIs8PRdyMJGYIrXKTQthN72w6H19aBOtmtfH0FO0Vks8kr-2BAB5yZ7Mz45-2BvtiChJ5KybtSpa-2FfcVt-2FWJPH8V09MGQjUB3xR-2F-2Bn9Wd5jnqFn2jTCkVZGVTdNHRGK8FeWuemh2HKEqco7DMID0jZPGr6wC619DCt6MnQ5iAEmKX6OVXE-2F4g-3D"" target=""_blank"" rel=""nofollow"">LinkedIn</a>, <a href=""https://u28710262.ct.sendgrid.net/ls/click?upn=u001.-2Bx5J4Q9-2B-2FoSRKluEL8cHrWJZ44I3R6wzxfoIdXRp62n1XCmu97gvPhTqPbcYJzdLxGnd_wmc-2BViHeaSAOdjPZKiSJ-2FaqSYEoAw67-2Fqhv3ofHWfrdO-2Bv-2FxRkhzdtRYJApE8QBetk4Sse-2BlcjVF-2FawsD182nYnQszHTrNLB6WLIJYLRcM-2FT0w3iVuufWTkabJZIiunnFWB4-2Bhnoj5MNUT09WKmQmt86JkYKNeeGHA2fPfYiOTUpnFBxjkjlZyoH-2BJoIs8PRcJ-2Fs1T6oV-2FAM40Q60fvik2PW4ehW5gzSSMa-2Fhhuzw3AO1Mr7ptal4okqi5lhdea-2FLV7sINdKTS07uueqpJQ8MYDZxPyFH-2FgwCHp5YSOeXAJQ8AAMhKTsVX3EyuiRYCCpneHwTs4-2BmaHPU7j0xc-2F1YJ8-2Bt0PBv5bUhFEItWPQwlQ-3D"" target=""_blank"" rel=""nofollow"">Facebook</a></span><br> </p>",NULL,0,664caa8986950d03325e5493,0
207403600197325,customer_initiated,,<p>I need help using your product</p>,https://takeabreak.care-planner.co.uk/diary/185,0,660d37b2316bb32d4c5defc9,0
207403600197081,customer_initiated,,<p>I want to make a product suggestion</p>,https://acehomecare.care-planner.co.uk/diary/9222,0,660d42d4cb6a6d9c89bc0072,0
207403600196938,customer_initiated,,<p>I need help using your product</p>,https://ourcareltd.care-planner.co.uk/dashboard#overlay=me/2,0,660d797a477221253cb5ca10,0
207403600197383,operator_initiated,,"<p class=""no-margin"">Hi Tania, <br>?<br>Nourish are carrying out a super simple survey to help us improve. Would you be able to answer 2 quick questions for us?</p>",NULL,0,50006560,0
207403600197580,customer_initiated,,<p>How do I do or find something?</p>,https://seacole.nourishcare.co.uk/exemplar-health-care+fernwood#/clients/631041/careplan?state=admitted,0,66f190b626785342befe5513,0
